"TIME","MAGN"
32.543,57.2029350754837
32.554,57.1649887387376
32.565,57.2029350754837
32.581,57.1595901839753
32.591,57.3691786262449
32.599,57.297776189395
32.607,57.0220968682317
32.617,56.7770447672297
32.625,56.518871295347
32.636,56.2361788575646
32.645,56.2302048502404
32.656,56.2274260259173
32.666,55.9090709880785
32.675,55.8851361052293
32.687,56.0126241351001
32.696,56.2018543955624
32.707,56.0074632303589
32.717,55.8964584074877
32.728,55.8496167175747
32.738,55.7197928253507
32.747,55.5583519261506
32.756,55.4293962509966
32.769,55.3197029208401
32.778,55.0336899657837
32.79,54.9973365832383
32.8,54.8330206741339
32.808,54.7556361254255
32.821,54.6790707789553
32.83,54.7435427128168
32.84,54.7908309505341
32.85,54.9003714126781
32.859,54.7947163283103
32.87,54.77065107108
32.884,54.8928644042192
32.894,54.9093713540776
32.9,54.8447382389596
32.912,54.7221318914934
32.921,54.6887142722335
32.93,54.648521823559
32.94,54.7306615390313
32.951,54.6244636701359
32.96,54.3789150889387
32.971,54.3623907793798
32.98,54.3480177306404
32.99,54.387714030836
33.019,54.4035126393508
33.021,54.3385653794798
33.038,54.3227478824479
33.047,54.3064942018908
33.052,54.4148919759104
33.064,54.470533892188
33.071,54.429749735324
33.081,54.5109292367136
33.091,54.4551851296091
33.101,54.1836431730093
33.111,54.1021169872307
33.121,54.020757005988
33.132,53.9146098590169
33.141,53.7530885740531
33.151,53.671927310746
33.161,53.4847378931598
33.171,53.4039002555057
33.184,53.3784029945633
33.191,53.352966763808
33.202,53.3635453165361
33.212,53.389122838833
33.222,53.6464846238782
33.232,53.6059479558938
33.242,53.664939963164
33.252,53.5965833799133
33.263,53.6741470588961
33.282,53.9676914343202
33.299,53.980248123735
33.304,53.8749274941507
33.314,53.8479122738292
33.324,53.8923985827315
33.335,53.801065858401
33.344,53.6424068485
33.354,53.54006969084
33.365,53.3826838731437
33.379,53.3046228060944
33.385,53.2925299643393
33.395,53.3078104619764
33.405,53.3579451675193
33.415,53.329935601405
33.427,53.4882069362023
33.437,53.4268629764092
33.45,53.2493031057684
33.458,53.0544384335562
33.468,52.7860140685959
33.478,52.6698888122996
33.487,52.6023555793845
33.499,52.5434715854406
33.509,52.5564057109122
33.52,52.7405575079559
33.528,52.6833479977307
33.538,52.6548312123399
33.549,52.573906312923
33.558,52.5357393233406
33.569,52.4453957106818
33.581,52.4244620263289
33.589,52.3439272385059
33.598,52.0850791374075
33.61,52.1073861127192
33.62,52.0987643807413
33.629,52.0902912019121
33.642,52.1872005979436
33.65,52.4255796939814
33.659,52.3331799029067
33.67,52.3259391339515
33.68,52.3354937518507
33.69,52.218366620376
33.7,52.2558683905454
33.71,52.2416635095974
33.721,51.9685151077073
33.731,51.971671971373
33.74,52.4738402087173
33.751,52.3470241513307
33.762,52.3010366771061
33.773,52.3191080055843
33.781,52.4011718618964
33.79,52.4125014905795
33.803,52.567553264823
33.812,52.4939356616552
33.822,52.3393748171489
33.836,52.2652863404574
33.844,52.2220319884242
33.852,52.2028794703894
33.862,52.0703025365707
33.872,51.9194463207188
33.893,51.7998702942392
33.897,51.6860640671158
33.902,51.5772327437213
33.914,51.5049299824784
33.923,51.4328293748263
33.932,51.4417905257972
33.943,51.5498469323625
33.953,51.8204155594106
33.963,51.8559452955975
33.973,51.792630387923
33.983,52.0430635988121
33.993,51.9802772092454
34.003,51.9269694498918
34.013,51.8553803259604
34.024,51.5147885320322
34.033,51.4836518348301
34.051,51.2172532575694
34.06,51.1769296167717
34.069,51.0368280019439
34.085,51.0004978529622
34.094,50.8718134751455
34.104,50.841128159198
34.115,50.9223520421043
34.124,50.9675524843993
34.135,51.0743177879059
34.145,51.1050159597862
34.156,51.064221207221
34.164,51.1979156069854
34.174,51.1258404576394
34.186,51.1099076133972
34.196,50.9784727850884
34.206,51.024924975447
34.217,51.1736092263385
34.226,51.1903234874522
34.236,51.2132108810803
34.245,51.0877385607349
34.256,51.1713191763707
34.265,51.3026025777445
34.277,51.3207590795382
34.287,51.3927128832483
34.3,51.2378796643655
34.309,51.2979196702946
34.319,51.5194896374178
34.329,51.4017190252427
34.34,51.2535440847752
34.35,51.1050159597862
34.36,50.5692980596923
34.37,50.4520967106423
34.379,50.4513224554124
34.389,50.4106186110625
34.401,50.348822292582
34.411,50.3132375722334
34.421,50.2381049353974
34.43,50.2655837154011
34.44,50.5589847356531
34.452,50.3085402168459
34.461,50.2955716862827
34.473,50.3005808863079
34.481,50.1862546545366
34.492,50.1041493416463
34.501,50.1324028199327
34.511,49.9864825477849
34.522,50.1960998235919
34.532,50.1235193048134
34.547,50.222668251
34.553,50.1593164950441
34.563,50.0290930984162
34.573,50.2796088141107
34.583,50.2392323662494
34.592,50.3065990328307
34.603,49.9132450482835
34.617,49.9856620067195
34.624,49.9132450482835
34.635,49.8333551072974
34.645,49.8569829612663
34.655,49.788537209884
34.666,49.7566342938306
34.676,49.7934797438379
34.686,49.9049487150323
34.697,49.8648172562579
34.717,49.8328847875577
34.727,49.801010280917
34.736,50.0210112102904
34.746,49.9848805265152
34.756,49.9132450482835
34.766,49.8501269431684
34.776,49.8549066667465
34.786,49.9178622213532
34.797,49.6655218687975
34.806,49.6889150741893
34.817,49.5371151890176
34.827,49.4651471366456
34.837,49.4817280038804
34.847,49.3484501403033
34.857,49.4577629144303
34.868,49.5738874055687
34.877,49.818459492943
34.887,49.7769242470846
34.897,49.733076581386
34.907,49.8786809418613
34.918,49.4509305397785
34.941,49.4838199566282
34.967,49.5128218873657
34.977,49.4452427565079
34.989,49.4491926754118
34.995,49.2299292859537
34.998,48.9423688510272
35.002,48.872082713447
